# ils40.dat
# X   Y5048200 531
1878700 798
1525500 229
1449500 1903
1533900 508
1341500 6345
1495000 4979
2057100 5415
2413200 14285
986600 9039
1390900 15063
1887800 16700
1793700 24591
1563100 11643
4008700 22253
4153000 65144
4277100 69970
4920400 67974
1683300 70853
1730800 58409
3104900 69396
5451800 90583
5459300 123389
4669700 109344
4886000 119557
146400 0
87100 0
112300 0
337900 0
97100 102
551100 5060
617800 3861
974000 4617
321100 2169
325100 4752
1347800 15946
578300 16311
1247200 23478
2693900 15758
1252100 17859
3665900 58281
1625100 71991
1770800 57367
2316700 71053
2179700 62947
4503500 56982
3840300 106208
2485200 66208
1794400 100152
2502400 85829
275100 0
235100 0
86000 0
183800 0
265600 16
252500 1558
427100 1269
202600 3478
707500 2346
726800 3338
2150900 16581
1619200 10088
1534800 17835
1493800 22224
726800 13911
3144400 57353
1991700 57042
2668900 67479
3657800 86883
3379300 59240
3615200 82322
2145500 104058
1500400 59571
2932300 72580
2522900 88274
104700 0
121200 0
48500 0
108500 0
138600 0
312300 27
157300 36
158800 768
369300 90
866400 328
511900 11042
787700 14205
881100 8435
464100 20843
624300 7087
971500 47112
1305900 39070
1675000 48156
1063600 58984
571500 34458
2263100 117731
1333900 103063
1784000 101512
1364600 88098
9327900 143627
59300 0
92700 0
133400 50
35700 0
91700 0
137400 0
236000 56
349300 1540
101500 0
399500 0
658500 26437
618300 15966
459100 20424
518000 15365
336000 9882
906000 40276
1177900 42971
1184300 23203
2067500 57842
1659400 60525
5901800 109783
5755600 74958
3248300 72139
3420800 62983

